Front,Back,Extra,Tags
"Your organization needs to monitor application performance across multiple Azure regions and correlate telemetry with user sessions. The solution must provide automatic dependency mapping and detect anomalies.<br><br>A) Azure Monitor Logs with custom queries<br>B) Application Insights with distributed tracing<br>C) Azure Log Analytics workspace with agents","B) Application Insights with distributed tracing","Application Insights is specifically designed for APM (Application Performance Management) with built-in distributed tracing, dependency mapping, and smart detection. Azure Monitor Logs is generic logging, while Log Analytics is the query engine - neither provides automatic application-specific insights.","AZ-305 IdentityGovernance Monitoring"
"A company requires centralized log collection from 500+ VMs across Azure, on-premises, and AWS. Logs must be queryable with KQL and retained for 3 years for compliance.<br><br>A) Azure Monitor Logs with Log Analytics workspace<br>B) Azure Storage account with lifecycle management<br>C) Azure Event Hubs with Stream Analytics","A) Azure Monitor Logs with Log Analytics workspace","Log Analytics workspace is purpose-built for centralized log aggregation with KQL queries, supports hybrid/multi-cloud via agents, and offers configurable retention up to 730 days (with Archive for longer). Event Hubs is for streaming, Storage is for raw data without query capability.","AZ-305 IdentityGovernance Monitoring"
"You need to route platform logs from 200 Azure resources to three destinations: a SIEM tool, a storage account for archival, and Log Analytics for analysis.<br><br>A) Create diagnostic settings on each resource with multiple destinations<br>B) Use Event Grid to route Azure Monitor events<br>C) Stream to Event Hubs, then fan out to destinations","A) Create diagnostic settings on each resource with multiple destinations","Diagnostic settings natively support multiple destinations (Storage, Log Analytics, Event Hubs) per resource. This is the recommended pattern. Event Grid doesn't handle platform logs. Event Hubs adds unnecessary complexity when diagnostic settings handle it directly.","AZ-305 IdentityGovernance Monitoring"
"An application must authenticate to Azure SQL Database without storing credentials. The app runs on Azure App Service. Security requires the solution minimize credential proliferation.<br><br>A) Store connection string with password in Azure Key Vault<br>B) Use App Service managed identity with SQL Azure AD authentication<br>C) Create a service principal and store credentials in App Configuration","B) Use App Service managed identity with SQL Azure AD authentication","Managed Identity eliminates credential storage entirely - the app's identity is managed by Azure. SQL supports Azure AD authentication with managed identities. Option A still has credentials (in Key Vault). Option C proliferates service principals and still requires credential management.","AZ-305 IdentityGovernance Authentication"
"Your organization has 10,000 employees who need conditional access to Azure resources based on device compliance, location, and risk signals. The solution must support step-up authentication for sensitive resources.<br><br>A) Azure AD B2C with custom policies<br>B) Azure AD Conditional Access with risk-based policies<br>C) Azure AD B2B with external identities","B) Azure AD Conditional Access with risk-based policies","Conditional Access is designed for organizational policy enforcement with device state, location, risk signals, and MFA step-up. B2C is for customer-facing apps. B2B is for partner collaboration. Only Conditional Access provides comprehensive enterprise policy controls.","AZ-305 IdentityGovernance Authentication"
"A multi-tenant SaaS application needs to provide identity management for customer organizations, allowing them to use their own identity providers via SAML/OIDC federation.<br><br>A) Azure AD B2B with guest invitations<br>B) Azure AD B2C with custom identity providers<br>C) Azure AD with home realm discovery","B) Azure AD B2C with custom identity providers","B2C is purpose-built for customer identity with multi-tenancy and custom IDP federation (SAML, OIDC). B2B is for business partner collaboration. Standard Azure AD home realm discovery doesn't provide the multi-tenant customer isolation B2C offers.","AZ-305 IdentityGovernance Authentication"
"An application running on-premises needs to access Azure Key Vault secrets. The solution must avoid storing credentials and work with the existing on-premises infrastructure.<br><br>A) Store service principal credentials locally and authenticate<br>B) Use Azure Arc and managed identity for on-premises servers<br>C) Implement certificate-based authentication with automated rotation","B) Use Azure Arc and managed identity for on-premises servers","Azure Arc extends Azure management to on-premises resources, enabling managed identity for non-Azure VMs. This eliminates credential storage. Option A defeats the purpose. Option C still requires certificate management instead of leveraging built-in managed identity.","AZ-305 IdentityGovernance Authentication"
"You need to authorize a user to manage Azure VM sizes and start/stop operations across 50 subscriptions, but not create or delete VMs. The solution must follow least privilege.<br><br>A) Assign Virtual Machine Contributor role at management group scope<br>B) Create a custom role with specific VM actions, assign at management group<br>C) Assign Contributor role at resource group scope for each VM group","B) Create a custom role with specific VM actions, assign at management group","Custom role allows precise permission scoping (deallocate, start, resize) without broader create/delete permissions. Management group scope applies inheritance to all subscriptions. VM Contributor includes create/delete. Option C doesn't scale and may still grant too much access.","AZ-305 IdentityGovernance Authorization"
"A development team needs temporary elevated access to production resources for incident response, with access automatically revoked after 4 hours and requiring approval.<br><br>A) Azure AD Privileged Identity Management (PIM) with time-bound assignments<br>B) Create a separate Azure AD group with Conditional Access time restrictions<br>C) Use Azure Automation to grant and revoke RBAC assignments on schedule","A) Azure AD Privileged Identity Management (PIM) with time-bound assignments","PIM is purpose-built for just-in-time privileged access with approval workflows, time limits, and automatic revocation. Option B can't enforce automatic revocation. Option C is custom automation that duplicates PIM functionality without governance features.","AZ-305 IdentityGovernance Authorization"
"Applications in your environment need access to database passwords, API keys, and TLS certificates. The solution must support automatic rotation and versioning with minimal application changes.<br><br>A) Azure App Configuration with Key Vault references<br>B) Azure Key Vault with managed identities<br>C) Azure Storage encrypted with customer-managed keys","B) Azure Key Vault with managed identities","Key Vault is purpose-built for secrets, certificates, and keys with versioning and rotation support. Applications use managed identity to access. App Configuration is for app settings not secrets. CMK Storage encryption addresses data-at-rest encryption, not secret management.","AZ-305 IdentityGovernance Secrets"
