Front,Back,Extra,Tags
"Your team follows trunk-based development with daily commits to main. Feature development takes 5-10 days. You need a branching strategy that minimizes merge conflicts while maintaining release stability. Which approach best fits this requirement?<br><br>A) Long-lived feature branches merged monthly<br>B) Short-lived feature branches with feature flags<br>C) GitFlow with separate develop and release branches","B) Short-lived feature branches with feature flags","Short-lived feature branches (1-3 days) aligned with trunk-based development minimize merge conflicts. Feature flags enable incomplete features to be merged safely. Long-lived branches increase merge complexity. GitFlow contradicts trunk-based development principles with multiple long-lived branches.<br><br>Reference: <a href=""https://learn.microsoft.com/azure/devops/repos/git/git-branching-guidance"">Azure DevOps branching strategies</a>",AZ-400 SourceControl BranchStrategy
"A repository contains 50GB of binary assets causing slow clone times. The team needs full history access but wants to reduce local repository size. Which Git strategy optimizes this scenario?<br><br>A) Git Large File Storage (LFS) with pointer files<br>B) Shallow clones with limited history depth<br>C) Repository squashing to combine commits","A) Git Large File Storage (LFS) with pointer files","Git LFS stores large files externally with lightweight pointers in the repository, reducing clone size while maintaining full history access. Shallow clones limit history accessibility. Repository squashing loses detailed commit history and doesn't address ongoing large file issues.<br><br>Reference: <a href=""https://learn.microsoft.com/azure/devops/repos/git/manage-large-files"">Git LFS implementation</a>",AZ-400 SourceControl GitLFS
"Your CI pipeline requires approval from security team before deploying to production, but dev team should deploy to staging without approval. Which YAML-based mechanism implements this environment-specific approval?<br><br>A) Branch protection rules with required reviewers<br>B) YAML environments with approval checks on production<br>C) Manual intervention task in pipeline YAML","B) YAML environments with approval checks on production","YAML environments enable environment-specific approvals and checks. Production environment can require approval while staging remains automated. Branch protection applies to code reviews, not deployments. Manual intervention tasks aren't environment-specific and lack audit trails.<br><br>Reference: <a href=""https://learn.microsoft.com/azure/devops/pipelines/process/environments"">Pipeline environments and approvals</a>",AZ-400 Pipelines Approvals
"A microservices application uses semantic versioning with 15 NuGet packages. Teams need to consume both stable releases and pre-release versions. Which Azure Artifacts configuration supports this requirement?<br><br>A) Single feed with release and prerelease views<br>B) Separate feeds for stable and prerelease packages<br>C) Git tags to version packages without feeds","A) Single feed with release and prerelease views","Views enable filtering packages by quality (release, prerelease, deprecated) within a single feed, simplifying management. Separate feeds complicate dependency resolution and package promotion workflows. Git tags don't provide package hosting or dependency management.<br><br>Reference: <a href=""https://learn.microsoft.com/azure/devops/artifacts/concepts/views"">Azure Artifacts views</a>",AZ-400 Pipelines PackageManagement
"Your pipeline deploys a web app to Azure App Service. You need zero-downtime deployments with immediate rollback capability if health checks fail. Which deployment pattern provides this?<br><br>A) In-place deployment with application restart<br>B) Blue-green deployment using deployment slots<br>C) Rolling deployment updating instances sequentially","B) Blue-green deployment using deployment slots","Blue-green deployment using App Service slots enables zero-downtime deployment with instant rollback via slot swap. In-place deployments cause downtime. Rolling deployments lack instant rollback and may leave environment in mixed state during rollback.<br><br>Reference: <a href=""https://learn.microsoft.com/azure/app-service/deploy-staging-slots"">App Service deployment slots</a>",AZ-400 Pipelines Deployments
"A GitHub Actions workflow needs to authenticate to Azure without storing credentials. The organization requires secretless authentication using OpenID Connect. Which configuration achieves this?<br><br>A) Service principal with certificate stored in GitHub secrets<br>B) Workload identity federation with GitHub OIDC provider<br>C) Personal access token with limited scope","B) Workload identity federation with GitHub OIDC provider","Workload identity federation uses OIDC tokens from GitHub to authenticate to Azure without storing credentials, aligning with secretless authentication requirements. Service principals with certificates still require secret storage. PATs are credentials that must be secured and rotated.<br><br>Reference: <a href=""https://learn.microsoft.com/azure/developer/github/connect-from-azure"">GitHub OIDC with Azure</a>",AZ-400 Security Authentication
"Your pipeline uses a connection string containing database credentials. The credentials must rotate monthly and be accessible to multiple pipelines. Which solution securely manages these rotating secrets?<br><br>A) Pipeline variables marked as secret<br>B) Azure Key Vault with automatic rotation and pipeline integration<br>C) Secure files in Azure Pipelines library","B) Azure Key Vault with automatic rotation and pipeline integration","Azure Key Vault provides centralized secret management with automatic rotation, access policies, and native pipeline integration. Pipeline secret variables lack rotation capabilities. Secure files don't support automatic rotation or cross-pipeline access with proper governance.<br><br>Reference: <a href=""https://learn.microsoft.com/azure/devops/pipelines/release/key-vault-in-own-project"">Key Vault integration with pipelines</a>",AZ-400 Security SecretsManagement
"A monorepo contains 20 microservices. Pull requests should only trigger CI pipelines for services with changed code. Which pipeline trigger configuration implements this selective build?<br><br>A) Path filters in trigger section with include/exclude patterns<br>B) Manual pipeline trigger requiring user selection<br>C) Scheduled triggers running all services nightly","A) Path filters in trigger section with include/exclude patterns","Path filters enable selective triggering based on changed file paths, building only affected services. Manual triggers don't provide automatic CI. Scheduled triggers don't respond to code changes and waste resources building unchanged services.<br><br>Reference: <a href=""https://learn.microsoft.com/azure/devops/pipelines/repos/azure-repos-git#paths"">Pipeline path filters</a>",AZ-400 Pipelines Triggers
"Your organization requires all container images scanned for vulnerabilities before deployment. Builds must fail if high-severity vulnerabilities are detected. Which tool integrates this container scanning requirement?<br><br>A) Docker build without security scanning<br>B) Microsoft Defender for Containers with pipeline integration<br>C) Manual security reviews before deployment","B) Microsoft Defender for Containers with pipeline integration","Defender for Containers provides automated vulnerability scanning with policy enforcement that can fail builds on high-severity findings. Manual Docker builds lack security scanning. Manual reviews don't scale and lack automation.<br><br>Reference: <a href=""https://learn.microsoft.com/azure/defender-for-cloud/defender-for-containers-introduction"">Defender for Containers</a>",AZ-400 Security ContainerScanning
"A pipeline deploys infrastructure using Bicep templates. You need to validate template syntax and best practices before deployment without modifying Azure resources. Which testing approach provides this validation?<br><br>A) What-if deployment showing planned changes<br>B) Direct deployment to production with monitoring<br>C) Manual template review by infrastructure team","A) What-if deployment showing planned changes","What-if deployment validates Bicep templates and shows planned changes without creating resources, enabling safe validation. Direct production deployment risks unintended changes. Manual reviews don't validate Azure-specific logic or resource dependencies.<br><br>Reference: <a href=""https://learn.microsoft.com/azure/azure-resource-manager/bicep/deploy-what-if"">ARM/Bicep what-if operations</a>",AZ-400 Pipelines IaC
"Your application uses feature flags stored in Azure App Configuration. Users should see new features gradually increasing from 5% to 100% over 4 days. Which feature management capability implements this progressive rollout?<br><br>A) Targeting filters with percentage-based rollout<br>B) Environment-based feature flags with manual updates<br>C) A/B testing with fixed 50/50 split","A) Targeting filters with percentage-based rollout","App Configuration targeting filters support percentage-based progressive rollout with dynamic adjustment. Environment-based flags lack gradual rollout capabilities. A/B testing uses fixed splits, not progressive exposure.<br><br>Reference: <a href=""https://learn.microsoft.com/azure/azure-app-configuration/howto-targetingfilter"">Progressive feature rollout</a>",AZ-400 Pipelines FeatureFlags
"Multi-stage pipelines deploy to Dev, Test, and Prod sequentially. Test deployment should wait for Dev deployment completion and automated tests to pass. Which pipeline construct implements this dependency?<br><br>A) dependsOn with stage dependencies and conditions<br>B) Separate pipelines triggered manually for each stage<br>C) Single-stage pipeline with sequential jobs","A) dependsOn with stage dependencies and conditions","Stage dependencies using dependsOn ensure sequential execution with success conditions. Separate pipelines lose deployment traceability and complicate rollback. Single-stage deployments don't provide stage-specific approvals or reruns.<br><br>Reference: <a href=""https://learn.microsoft.com/azure/devops/pipelines/process/stages#dependencies"">Pipeline stage dependencies</a>",AZ-400 Pipelines StageOrchestration
